Material No,Price,BQ No,Quantity
338STP900S,"12,015.00",1,1
352GW0730S,"15,466.00",10,10
353SRY900S,"22,913.00",7,7
354428000S,"14,762.00",90,60
355SPH900S,"20,112.00",30,20
400SCC730S,"26,461.00",8,0
00SCC730ZS,"27,391.00",2,2
0SFN850ZAS,"18,967.00",3,0
400SFV740S,"16,282.00",5,5
400SRY960S,"12,667.00",11,2
400SRY970S,"11,114.00",9,8
0SRY980ZAS,"16,004.00",1,0
0SRY980ZBS,"15,651.00",2,1
400SST950S,"13,619.00",21,18
400STC940S,"25,230.00",84,14
0STCA20ZAS,"20,793.00",14,5
0STCA20ZES,"17,017.00",7,7
0STCA20ZGS,"13,105.00",4,4
0STN760ZAS,"19,850.00",5,5
0STN950ZAS,"16,988.00",9,9
0STN950ZFS,"14,445.00",23,1
0STR780ZAS,"19,036.00",18,14
0STR780ZBS,"19,279.00",1,1
0STR940ZBS,"27,716.00",32,18
0STR940ZCS,"25,635.00",18,18
0STRA00ZXS,"11,023.00",10,0
0STRA00ZYS,"15,456.00",5,0
0STRA20ZFS,"25,196.00",6,2
400SVE860S,"20,512.00",31,11
00SVE900RS,"12,185.00",7,1
0SVE930ZCS,"27,349.00",6,2
00SVH901ZS,"22,148.00",1,1
400SVN870S,"20,906.00",3,3
00SVN870ZS,"22,157.00",2,2
400SVN900S,"17,243.00",10,0
00SVN900ZS,"12,253.00",5,0
410SCC730S,"17,408.00",2,1
410SZJ900S,"24,319.00",2,1
412SFV740S,"17,678.00",60,0
414SFV740S,"23,964.00",40,40
420SCC730S,"21,010.00",4,0
450SRY970S,"20,255.00",11,2
0SRY980ZBS,"17,924.00",2,1
0SRY980ZDS,"18,408.00",3,3
450SVE860S,"28,818.00",13,12
50SVE900RS,"28,857.00",7,0
0SVE930ZCS,"28,367.00",9,8
451GB6920S,"18,020.00",20,20
500198910S,"26,862.00",13,13
00GBG850HS,"17,719.00",36,36
500SAG900S,"16,415.00",118,38
500SCC870S,"21,134.00","3,590","2,675"
00SFN850HS,"12,427.00",143,135
500SRC900S,"26,592.00",103,99
500SRY860S,"13,512.00",12,12
500SRY970S,"29,943.00",2,2
500SST940S,"20,109.00",125,125
500STC900S,"18,947.00",601,495
500STP900S,"21,177.00",3,3
500STR940S,"15,859.00",99,99
500STRA00S,"27,924.00",107,101
500SVE900S,"26,758.00",288,220
500SVE930S,"16,425.00",237,185
500SWH760S,"15,794.00",1,1
500SWP900S,"21,018.00",2,2
501STP900S,"14,556.00",90,90
503GCC000S,"13,208.00",1,1
505SCC900S,"22,820.00","2,150","2,100"
512STC900S,"14,615.00","1,892","1,880"
523SAG900S,"22,115.00",45,35
526SCT690S,"13,777.00",127,110
530SAG900S,"20,426.00",143,61
530SCC900S,"26,957.00","6,900","2,970"
30SFN850HS,"18,850.00",240,240
530SRC900S,"28,236.00",103,103
530SRY970S,"17,053.00",41,5
530SST940S,"21,893.00",80,37
530STN700S,"25,162.00",53,53
530STP900S,"18,673.00",63,34
530SVE900S,"13,020.00",271,266
530SWP900S,"18,948.00",47,23
530SZJ900S,"21,674.00",4,2
532SZJ900S,"21,151.00",10,10
535SWP900S,"18,558.00",26,26
536SPH900S,"20,215.00",215,75
537SZJ900S,"27,966.00",10,10
600SFN850S,"22,756.00",320,280
600SVE870S,"14,427.00",27,27
600SVE900S,"24,390.00",108,70
00SVE900ZS,"23,417.00",32,18
600SVN870S,"22,963.00",29,29
600SVN900S,"28,453.00",48,31
00SVN900ZS,"14,629.00",8,8
600SVN970S,"21,931.00",15,14
603SB4000S,"20,354.00",60,60
603SFN850S,"12,269.00",206,114
603SVE900S,"26,055.00",10,0
610198740S,"19,350.00",13,13
610SAG900S,"29,859.00",13,13
610SRC900S,"28,713.00",7,0
610STN700S,"12,728.00",8,8
612SBB900S,"11,030.00",2,1
612SRY970S,"10,696.00",572,308
614413000S,"13,960.00",240,120
618SCC000S,"28,390.00",860,140
618SEB000S,"28,204.00",90,70
619425010S,"24,946.00","1,280",160
619SCC000S,"22,283.00",190,40
619SFN850S,"28,665.00",95,90
619SRY970S,"11,276.00",312,202
620STC900S,"21,734.00",570,335
621STC900S,"15,537.00",520,30
621STP900S,"24,836.00",21,19
621SZN900S,"15,077.00",2,0
630SRY860S,"13,737.00",36,33
630SRY900S,"10,069.00",238,0
630SRY970S,"23,897.00",7,6
638SRY970S,"26,881.00",80,10
639SRY970S,"12,653.00",35,35
640SRY860S,"13,657.00",35,35
640SRY900S,"22,813.00",224,24
640SRY970S,"11,924.00",13,12
642SBB900S,"19,311.00",2,1
642SRY970S,"18,087.00",394,306
643SCT690S,"21,663.00",114,67
643SRY970S,"26,140.00",29,0
644445840S,"24,932.00",330,330
660GB2000S,"19,583.00",423,393
661425670S,"26,907.00",620,510
661GBG850S,"20,755.00",60,0
661SAS900S,"19,606.00",4,4
661SFN850S,"11,825.00",302,217
661SRY970S,"25,383.00",251,170
661SVE860S,"21,060.00",359,346
661SVN900S,"25,660.00",55,20
662GBG850S,"14,349.00",1,1
700SFN850S,"21,281.00",147,106
700SVE860S,"25,774.00",66,66
700SVE900S,"22,789.00",21,21
00SVE900ZS,"28,118.00",39,34
700SVN870S,"28,875.00",29,27
700SVN900S,"17,114.00",64,20
00SVN900ZS,"25,375.00",15,0
701198910S,"27,013.00",120,40
701SCC900S,"17,310.00",77,77
701SFN850S,"22,543.00",229,218
701SRC900S,"19,418.00",191,101
01SRC900ZS,"23,978.00",155,116
701SRY900S,"22,251.00",39,21
701SST940S,"21,506.00",12,12
701STC900S,"13,090.00",17,17
701STCA20S,"18,821.00",15,15
701STR900S,"25,053.00",9,9
701STR940S,"22,058.00",5,5
701STRA00S,"29,386.00",16,10
701STRA60S,"15,688.00",1,1
701SWA830S,"20,669.00",7,7
701SWA940S,"24,439.00",8,1
701SWH760S,"22,350.00",2,2
701SZJ900S,"11,948.00",2,2
702SCC870S,"18,197.00",59,59
702SRC900S,"18,847.00",107,30
702SST940S,"20,003.00",25,11
702STC900S,"23,015.00",5,5
702STCA20S,"22,403.00",21,19
702STN700S,"21,962.00",159,0
02STN700ZS,"21,292.00",121,112
702STR900S,"13,876.00",12,12
702STR940S,"14,272.00",9,9
702STRA00S,"28,194.00",13,13
702STRA60S,"18,523.00",2,2
706SZJ900S,"21,730.00",3,1
710461770S,"26,724.00",190,70
710SGA940S,"23,225.00",4,4
710STP900S,"25,160.00",5,0
712438730S,"17,384.00",50,50
713438730S,"11,627.00",250,250
5GBG850ZHS,"29,809.00",5,5
715SCC900S,"27,468.00",56,48
715SE8000S,"28,179.00",20,20
715SFN850S,"16,968.00",120,0
715STP900S,"22,934.00",5,5
6GBG850ZHS,"17,765.00",5,0
717SFN850S,"18,009.00",36,36
718SCC900S,"24,898.00",22,3
718SFN850S,"24,916.00",78,48
718SRY970S,"29,265.00",5,0
720SRY970S,"25,188.00",92,30
720SVE861S,"18,262.00",31,24
720SZN900S,"17,439.00",6,1
730SRY970S,"18,040.00",101,30
730SZN900S,"16,815.00",6,0
801SFN850S,"27,251.00",168,150
801SRY900S,"21,923.00",10,0
802198740S,"11,800.00",13,11
803198D00S,"26,578.00",40,0
803S06600S,"11,234.00",250,0
803SCC870S,"10,050.00",47,43
803SCC900S,"23,802.00",380,290
803SFN850S,"29,728.00",47,24
803SST940S,"23,129.00",170,30
803STC900S,"21,502.00",310,240
803STN700S,"22,272.00",156,84
803STR840S,"27,913.00",445,434
803STR900S,"25,191.00",58,49
803SVE900S,"15,898.00",652,611
803SVH760S,"28,793.00",50,10
803SWA940S,"26,111.00",200,194
803SWH760S,"16,940.00",18,8
803SZJ900S,"10,810.00",12,12
805STN700S,"17,750.00",10,0
805SVE900S,"19,241.00",955,590
807P11900S,"11,000.00",4,2
807P11910S,"29,984.00",2,2
102SRY970S,"16,486.00",3,2
102STCA20S,"16,327.00",6,6
102STR840S,"29,088.00",2,2
102STRA00S,"19,122.00",9,9
102SVE860S,"17,107.00","2,425","2,393"
102SVE900S,"21,389.00",17,9
102SVN950S,"12,894.00",7,5
103SCC870S,"14,363.00",38,38
103SCC900S,"20,209.00",13,13
103SFN850S,"21,914.00",2,2
103SRC900S,"25,025.00",18,13
103SRY860S,"26,847.00",6,6
103SRY900S,"29,612.00",18,8
103SRY970S,"25,305.00",7,3
103STC900S,"26,797.00",54,5
103STCA20S,"24,048.00",13,9
103STN700S,"27,000.00",18,18
103STN760S,"29,356.00",7,7
103STP900S,"11,994.00",468,423
103STR840S,"28,366.00",16,16
103STR940S,"27,287.00",11,6
103STRA00S,"10,206.00",10,10
103SVE860S,"19,926.00",15,15
103SVE900S,"18,914.00",16,11
103SVH760S,"15,185.00",7,7
103SVH900S,"20,657.00",2,2
103SVN900S,"13,450.00",9,9
103SVN950S,"10,599.00",7,7
103SWA940S,"16,151.00",5,5
103SWF900S,"18,418.00",250,0
103SWH970S,"12,444.00",4,0
103SZJ900S,"22,474.00",1,1
103SZN901S,"12,095.00",18,13
104198740S,"12,557.00",62,62
104SCC900S,"23,136.00",29,20
104SST940S,"29,536.00",10,10
104STP900S,"18,489.00",324,284
104SVH760S,"22,216.00",2,2
104SZN901S,"23,436.00",18,13
105STP901S,"24,107.00",165,142
105SZN900S,"18,073.00",4,2
109SVE860S,"16,942.00",45,45
111SVE860S,"17,495.00",40,40
314SPH900S,"12,316.00",253,236
315SPH900S,"10,292.00",2,2
316SPH900S,"25,961.00",60,60
334SPH900S,"25,180.00",260,110
400198900S,"24,751.00",3,3
0GBG850ZHS,"24,573.00",6,2
400SAG900S,"20,532.00",2,2
400SCC830S,"19,697.00",13,10
400SCC900S,"26,341.00",4,2
400SFN850S,"26,323.00",3,1
400SFN870S,"19,674.00",3,3
400SRC900S,"24,659.00",1,1
400SRP982S,"11,868.00",133,121
400SRY861S,"26,513.00",6,6
400SRY901S,"11,082.00",23,16
400SRY971S,"21,672.00",9,4
400SSP901S,"28,360.00",2,2
400SST900S,"10,837.00",6,6
400SST941S,"19,957.00",5,5
400SSTA11S,"23,667.00",5,5
400STC901S,"10,267.00",15,15
400STC911S,"24,196.00",4,4
400STN761S,"21,766.00",8,8
400STR901S,"21,845.00",10,9
400STR911S,"19,860.00",2,2
400STRA01S,"12,956.00",43,43
400STRA11S,"29,794.00",15,5
400STRA70S,"24,922.00",2,2
400SVE861S,"26,862.00",19,19
400SVE901S,"13,750.00",9,9
400SVE931S,"29,312.00",8,6
400SVN901S,"19,844.00",14,3
400SVN950S,"11,708.00",2,2
400SVN971S,"28,973.00",3,3
400SWA910S,"13,260.00",5,5
400SWA941S,"10,375.00",44,33
400SWA971S,"15,417.00",2,2
00SWH900AS,"14,926.00",10,4
400SWP901S,"13,056.00",5,3
400SZJ901S,"14,594.00",5,3
400P14900S,"21,091.00",1,1
401198900S,"24,314.00",104,98
401GBG850S,"22,926.00",34,28
401SAG900S,"18,824.00",32,22
401SCC900S,"26,893.00","1,167","1,154"
401SFN850S,"23,235.00",120,88
401SRY901S,"29,464.00",49,18
401SSP901S,"28,042.00",232,50
401SST941S,"18,259.00",24,2
401STC901S,"13,814.00",384,198
401SVE861S,"16,099.00",20,0
401SZJ901S,"23,099.00",20,10
403447730S,"15,607.00",110,110
403SCC900S,"16,974.00",5,5
410198900S,"13,650.00",263,239
410GBG850S,"13,661.00",47,47
410SAG900S,"25,557.00",70,10
410SCC900S,"18,451.00","3,187","2,110"
410SFN850S,"13,400.00",152,78
410SRP981S,"15,115.00",2,2
410SRY861S,"20,768.00",13,3
410SRY901S,"20,519.00",84,21
410SRY971S,"19,462.00",27,12
410SSP901S,"29,087.00",897,545
410STC901S,"16,585.00","1,101",716
410SVE861S,"11,209.00",410,9
410SVN901S,"25,940.00",362,355
410SWA941S,"15,397.00",258,205
410SZJ901S,"15,778.00",19,3
412369000S,"24,983.00",20,20
412473000S,"11,751.00",20,20
412SAG900S,"11,465.00",50,40
412SCC900S,"27,498.00",20,20
412SS4003S,"24,595.00",5,0
413GC8003S,"12,860.00",590,330
415SPH900S,"14,035.00",7,0
420SCC830S,"26,109.00",20,19
420SFN850S,"14,157.00",4,0
420SFN870S,"22,706.00",3,3
420SRY901S,"28,610.00",7,7
420SRY971S,"17,502.00",6,5
420SSTA11S,"22,481.00",1,0
420STC901S,"28,235.00",45,19
420STR901S,"17,158.00",30,18
420STR911S,"27,971.00",5,4
420STRA01S,"20,496.00",45,44
420STRA11S,"26,321.00",16,7
420STRA70S,"24,299.00",2,0
420SVE901S,"10,686.00",12,12
20SVE901ZS,"14,596.00",13,1
420SVE931S,"16,818.00",4,4
420SVN971S,"25,248.00",3,0
420SWA941S,"18,741.00",15,15
420SWA971S,"20,731.00",4,4
421198900S,"24,733.00",6,6
421SAG900S,"14,769.00",6,6
425961010S,"27,751.00",333,200
425SCC840S,"19,372.00",571,464
425SST901S,"21,229.00",72,72
432SST901S,"23,628.00",15,0
437383720S,"16,670.00",20,20
437413000S,"14,954.00",410,200
437SCS690S,"20,834.00",20,20
437STC901S,"14,034.00",30,20
437SVN901S,"22,621.00",45,0
440SAG900S,"11,392.00",43,11
440SCC840S,"13,267.00",30,30
440SSP901S,"15,192.00",6,0
440STC901S,"17,786.00",21,14
440STR901S,"13,880.00",32,31
455198900S,"14,137.00",190,110
486GC8003S,"28,635.00",205,75
486SRP981S,"25,359.00",20,10
488STN701S,"13,939.00",10,10
500198900S,"13,668.00",5,2
0GBG850ZHS,"28,679.00",5,5
500SAG900S,"14,123.00",2,2
500SCC830S,"26,835.00",16,9
500SCC900S,"25,028.00",4,2
500SFN850S,"21,069.00",2,2
500SFN870S,"11,168.00",2,2
500SRP982S,"17,758.00",172,133
500SRY861S,"16,597.00",8,7
500SRY901S,"23,988.00",20,0
500SRY971S,"29,722.00",8,2
500SST900S,"13,192.00",4,4
500SST941S,"28,057.00",5,5
500SSTA11S,"15,784.00",5,4
500STC901S,"13,535.00",15,13
500STC911S,"24,787.00",2,2
500STN701S,"11,681.00",2,1
500STN761S,"14,723.00",7,6
500STR901S,"13,408.00",9,9
500STR911S,"18,810.00",3,1
500STRA01S,"14,617.00",51,50
500STRA11S,"22,982.00",11,4
500STRA70S,"10,374.00",3,0
500SVE861S,"15,891.00",23,22
500SVE901S,"21,453.00",8,2
500SVE931S,"23,442.00",7,4
500SVN901S,"22,758.00",17,0
500SVN950S,"21,282.00",4,2
500SVN971S,"12,681.00",4,2
500SWA910S,"29,289.00",4,2
500SWA941S,"14,831.00",46,42
00SWH900AS,"16,995.00",8,7
500SWHY01S,"17,142.00",2,2
500SWP901S,"13,264.00",5,3
500SZJ901S,"22,261.00",7,5
500P14900S,"19,807.00",1,1
510SRP981S,"25,957.00",2,2
520SCC830S,"19,096.00",34,22
520SCC841S,"27,005.00",4,0
520SFN850S,"11,130.00",5,3
520SRY901S,"26,634.00",9,7
520SRY971S,"18,598.00",11,0
520SSP861S,"13,811.00",1,1
520SSP901S,"12,378.00",5,4
520SSTA11S,"16,842.00",1,1
520STC901S,"11,740.00",37,16
520STR901S,"24,824.00",28,28
520STR911S,"24,161.00",6,2
520STRA01S,"22,853.00",46,33
520STRA11S,"17,860.00",27,27
520STRA60S,"29,448.00",3,3
520STRA70S,"24,050.00",2,0
520SVE901S,"14,607.00",10,10
0SVE901ZCS,"28,642.00",4,0
20SVE901ZS,"26,973.00",6,6
520SVE931S,"13,968.00",6,0
520SVN971S,"28,357.00",2,2
520SWA941S,"29,280.00",24,24
520SWA971S,"14,488.00",1,1
521198900S,"12,931.00",2,2
521SAG900S,"24,773.00",11,9
601SAG900S,"29,753.00",20,10
2198900ZBS,"10,152.00",1,1
6198900ZBS,"22,709.00",1,1
615P11900S,"21,912.00","1,650","1,250"
622SAG900S,"10,494.00",20,20
101SPS900S,"27,256.00",2,2
101SST940S,"12,917.00",30,25
101STC900S,"18,274.00",46,24
101STN700S,"23,231.00",63,21
109SC1003S,"21,200.00",275,232
110198740S,"17,617.00",33,30
110198D00S,"22,994.00",2,1
0GBG850ZHS,"18,100.00",10,0
110SCC870S,"10,154.00",85,71
110SCC900S,"19,902.00",44,44
110SCC940S,"28,061.00",108,77
110SFN740S,"24,261.00",2,0
110SRY860S,"10,251.00",4,2
110SRY900S,"25,637.00",3,3
110SST900S,"28,154.00",6,6
110SST940S,"27,043.00",17,11
110STC900S,"20,197.00",25,13
110STN700S,"14,118.00",3,2
110STN760S,"15,993.00",2,1
110STR900S,"10,185.00",7,6
110STR940S,"12,818.00",71,38
110SVE860S,"18,367.00",8,7
110SVE870S,"13,055.00",1,0
110SVE910S,"21,988.00",4,4
110SVE930S,"26,179.00",7,6
110SVN900S,"10,256.00",5,0
110SVN970S,"24,924.00",2,2
110SWA940S,"29,596.00",27,23
110SZJ900S,"28,600.00",4,1
110P14900S,"29,689.00",14,14
141SCT690S,"15,379.00",376,307
141STN700S,"28,974.00",469,300
142SRY970S,"15,616.00",26,11
143SVE900S,"23,466.00",954,718
144GC4005S,"20,526.00",350,265
147STC900S,"12,231.00",507,456
170SCT690S,"19,467.00",6,6
170SRE850S,"24,259.00",2,2
170SRY900S,"21,141.00",11,9
170SST940S,"12,234.00",9,9
170STN700S,"20,337.00",5,5
170STR900S,"15,520.00",7,7
170SVE901S,"27,182.00",52,28
170SVN900S,"19,403.00",10,0
181001300S,"18,780.00","1,680","1,650"
0SFN850ZAS,"24,352.00",11,0
0198740ZAS,"20,071.00",18,16
0198740ZBS,"27,084.00",24,14
0AAEH00ZGS,"22,054.00",6,0
0GBG850ZAS,"26,934.00",59,57
0GBG850ZBS,"19,594.00",745,156
0SCC830ZCS,"15,213.00",4,3
400SCC871S,"20,249.00","4,222","3,721"
0SCC900ZES,"12,675.00",4,0
0SCC900ZVS,"26,526.00",1,0
0SCC900ZWS,"13,892.00",32,32
0SCC900ZXS,"12,620.00",14,9
0SCC900ZZS,"18,418.00",31,15
0SCC905ZAS,"24,597.00","2,241","1,965"
0SCC905ZBS,"16,953.00",692,621
400SFN850S,"17,754.00",35,30
400SRC900S,"22,734.00",79,79
400SRY900S,"26,672.00",15,14
00SRY900ZS,"18,268.00",6,1
400SRY971S,"25,802.00",8,8
0SST900ZFS,"10,400.00",2,2
0SST920ZAS,"22,175.00",1,1
0SST930ZAS,"26,639.00",2,0
0SST941ZAS,"10,383.00",4,4
0SST941ZDS,"21,113.00",6,6
0SST951ZAS,"21,695.00",18,18
0SST951ZDS,"14,150.00",18,18
400STC901S,"29,988.00",723,570
400STCA21S,"10,655.00",215,211
400STN701S,"23,790.00",63,45
400STN761S,"14,773.00",65,59
400STP901S,"26,381.00",25,25
400STR841S,"24,068.00",680,671
400STR901S,"12,581.00",605,475
400SVE861S,"12,469.00",586,283
400SVE901S,"15,829.00",106,48
400SVE931S,"24,722.00",143,114
400SVE961S,"27,388.00",9,5
400SVH761S,"18,996.00",15,13
400SVH900S,"16,462.00",7,7
400SVN871S,"26,946.00",304,166
400SVN901S,"18,255.00",164,118
400SVN951S,"26,800.00",128,120
400SWA941S,"16,344.00",281,219
0SWH961ZAS,"23,924.00",11,11
0SWH961ZDS,"12,156.00",20,20
0SWH961ZFS,"15,463.00",4,4
400SWP900S,"22,587.00",3,3
400SZJ901S,"16,827.00",8,8
0P11905ZAS,"20,099.00",212,182
0P11905ZBS,"16,323.00",38,28
0P11905ZCS,"19,046.00",58,58
410SCC871S,"13,199.00",69,68
410SCC900S,"29,014.00",5,5
410SRY901S,"29,734.00",4,2
410STC901S,"12,290.00",21,15
410STCA21S,"22,886.00",46,27
410STN701S,"29,476.00",41,31
410STR901S,"22,002.00",60,60
410SVE901S,"19,052.00",68,31
76001020HS,"24,290.00",60,60
485088901S,"27,434.00",118,118
485488901S,"27,338.00",90,20
486056000S,"23,052.00",20,20
486SAG900S,"12,127.00",10,10
489331003S,"24,545.00",30,30
489399600S,"25,484.00","1,010",980
489399601S,"24,415.00",9,9
495098000S,"19,112.00",740,930
100GBG850S,"15,131.00",15,0
100SAG900S,"16,244.00",90,65
100SCC710S,"12,410.00",650,545
100SCC840S,"11,492.00","2,580","1,400"
100SFN850S,"28,076.00",445,430
100SRC900S,"19,204.00",44,2
100SRY970S,"21,033.00",30,22
100SST870S,"15,145.00",60,54
100SST920S,"25,166.00",15,15
100SST930S,"26,188.00",145,120
100STC900S,"12,835.00","3,580","2,555"
100STN700S,"19,533.00",478,379
100STP900S,"25,141.00",127,123
100SVE860S,"18,255.00",47,41
100SVE900S,"14,091.00",150,100
100SVE930S,"21,278.00",166,155
00SVE930ZS,"13,409.00",241,210
100SVH870S,"14,903.00",14,5
100SVH900S,"14,662.00",7,5
100SVN870S,"11,751.00",440,405
100SWA940S,"11,576.00",430,290
100SWH970S,"20,267.00",43,38
100SZJ900S,"10,002.00",12,10
100SZN910S,"12,049.00",7,3
104SFN850S,"14,875.00",100,80
104SRY970S,"13,439.00",74,62
104SVE860S,"12,412.00",547,471
105SFN850S,"18,507.00",45,37
105SRC900S,"11,881.00","38,440","33,820"
105SRY970S,"14,221.00",90,74
107GN5900S,"12,652.00",20,0
107STT910S,"19,573.00",21,13
107MB6630S,"21,809.00",720,720
108SR3770S,"25,262.00",410,410
131AAFH00S,"24,150.00",4,4
131SBB950S,"24,127.00",4,4
131SRY860S,"13,253.00",10,7
131STRA00S,"13,276.00",2,0
131STRA20S,"26,246.00",17,1
131SVN870S,"28,627.00",4,0
131SVN900S,"23,371.00",6,6
31SVN900ZS,"20,110.00",35,0
131SWA940S,"13,208.00",4,0
132124000S,"18,949.00",608,452
132SRY900S,"17,284.00",28,28
132SVE930S,"16,501.00",55,5
132SVN870S,"15,700.00",20,5
132SVN900S,"25,405.00",2,0
133198900S,"22,753.00","16,500","12,600"
133SRY900S,"16,771.00",5,5
134028000S,"24,892.00","17,150","17,000"
135198900S,"10,516.00",80,0
136198900S,"24,976.00",60,60
139198900S,"17,173.00",100,100
140GBG850S,"16,117.00",10,10
140SCC900S,"15,942.00",690,560
140SFN850S,"21,019.00","1,105",945
140SRY900S,"24,479.00",300,159
140SRY970S,"20,480.00",33,29
140SRY980S,"22,128.00",12,12
140STC900S,"29,258.00",499,361
140STP900S,"28,690.00",114,90
140STR840S,"28,101.00",75,74
140STRA20S,"10,278.00",85,60
140SVE860S,"21,250.00",156,147
140SWA830S,"17,096.00",17,7
140SZJ900S,"20,702.00",6,6
140SZN900S,"20,693.00",15,10
141SRPN40S,"28,964.00",5,0
150SRY970S,"27,170.00",31,24
150SVE860S,"10,495.00",23,19
155SZN900S,"22,130.00",44,15
160198900S,"11,530.00",10,10
166397940S,"24,097.00",10,10
166SFN850S,"21,101.00",586,545
166SRY900S,"11,300.00",110,108
166SRY980S,"18,784.00",2,0
166STC900S,"19,906.00",197,76
166STP900S,"22,539.00",38,19
166STR840S,"10,127.00",83,56
166STRA20S,"25,149.00",67,42
166SVE860S,"20,835.00",25,25
166SWA830S,"23,174.00",21,0
166SY0750S,"27,754.00",165,165
166SZJ900S,"14,394.00",3,3
166SZN900S,"20,184.00",13,10
167GE4000S,"29,856.00",485,485
167SPH900S,"12,891.00",27,0
168166000S,"10,051.00",105,100
168STP900S,"15,575.00","1,469",908
168SWP900S,"22,647.00",40,4
171198900S,"16,462.00","1,100",950
171SCC900S,"12,275.00",550,550
171SFN870S,"13,314.00",31,29
171STR700S,"20,328.00",160,50
172198900S,"19,378.00","1,980","1,440"
172SCC900S,"10,574.00",420,410
172SFN850S,"25,883.00",40,33
172SRC900S,"16,948.00",86,72
172SRY970S,"24,283.00",15,4
172STC900S,"27,830.00",99,50
172STC920S,"14,971.00",836,280
172STP900S,"12,798.00",313,277
172SWP910S,"23,257.00",26,4
172SYJ900S,"23,001.00",4,4
173SPH900S,"22,512.00",30,0
173STC920S,"21,114.00",572,393
173STRA20S,"16,429.00",82,80
175198900S,"25,292.00","4,780","3,740"
175AAFH00S,"17,238.00",100,0
175SCC840S,"24,282.00",122,122
75SFN850HS,"26,427.00",825,810
175SFN870S,"23,952.00",150,150
175SG8900S,"26,987.00",6,0
175SSP900S,"14,646.00","2,770","1,345"
175STP900S,"10,873.00",300,210
175SVH850S,"14,252.00",176,140
175SZN910S,"14,380.00",35,10
176GBH870S,"22,810.00",10,0
178198900S,"20,415.00","7,420","6,720"
178AAFH00S,"28,705.00",100,0
178SFN850S,"15,671.00","1,920","1,880"
178STP900S,"24,555.00",325,295
178SVH850S,"22,320.00",199,157
178SWP910S,"27,681.00",10,10
179STC900S,"27,962.00",30,10
181SZJ900S,"18,062.00",72,72
182GW3980S,"14,455.00",10,0
182SFN850S,"27,888.00",5,5
182SZJ900S,"15,703.00",72,72
183SCWJ10S,"12,451.00",5,0
200198740S,"14,442.00",1,1
200198D00S,"16,113.00",1,0
200GBG850S,"22,011.00",24,20
200SAG910S,"17,489.00",7,6
200SCC690S,"15,198.00",336,200
200SCC700S,"29,880.00",127,127
200SFN850S,"20,536.00",96,0
200SRY900S,"29,537.00",75,14
200SRY970S,"28,678.00",32,25
200SST900S,"19,705.00",22,16
200SST920S,"16,004.00",5,1
200SST930S,"12,572.00",9,0
200SST940S,"19,425.00",20,2
200SST950S,"11,577.00",246,213
200STC900S,"27,348.00",287,177
200STCA20S,"26,674.00",200,128
200STN700S,"24,378.00",313,251
200STR700S,"12,045.00",310,254
200STR940S,"23,452.00",240,24
200STRA20S,"28,313.00",249,220
200STRA30S,"21,644.00",18,15
200SVE860S,"16,974.00",86,83
200SZJ900S,"29,251.00",6,6
200P14900S,"26,849.00",1,0
5GBG850ZAS,"28,560.00",308,308
5GBG850ZBS,"24,749.00",130,130
5GBG850ZJS,"12,918.00",8,6
5GBG850ZSS,"23,795.00",10,10
5SZN900ZAS,"24,314.00",14,14
5SZN900ZBS,"28,462.00",4,4
5SZN900ZCS,"24,714.00",11,7
5SZN900ZDS,"16,148.00",3,3
5SZN900ZES,"21,740.00",6,5
5SZN900ZFS,"21,455.00",6,6
206SFV760S,"27,562.00",146,105
206STP900S,"25,414.00",93,80
7STP900ZAS,"29,115.00",20,20
7STP900ZBS,"25,459.00",4,4
7STP900ZCS,"19,659.00",123,87
7STP900ZES,"19,430.00",16,16
7STP900ZFS,"26,392.00",8,0
7STP900ZGS,"27,054.00",7,7
7STP900ZHS,"15,564.00",7,5
7STP900ZJS,"17,768.00",76,56
7STP930ZAS,"10,531.00",17,11
7STP930ZBS,"26,516.00",2,2
7STP930ZCS,"10,710.00",140,106
7STP930ZES,"20,815.00",11,4
7STP930ZFS,"19,792.00",1,1
7STP930ZGS,"17,887.00",9,7
7STP930ZHS,"12,377.00",4,4
7STP930ZJS,"16,485.00",111,66
7STP940ZBS,"10,400.00",27,25
7STP950ZBS,"24,871.00",31,8
7STP950ZES,"22,648.00",18,9
7STP950ZFS,"28,574.00",1,1
207STP960S,"29,818.00",17,16
208SCH900S,"26,484.00",10,5
209GAH000S,"26,924.00","11,600","11,250"
211GN5900S,"20,950.00",20,20
211SEM900S,"13,774.00",35,35
212GN5900S,"22,085.00",30,30
214001010S,"17,728.00","1,010","1,010"
214SA3732S,"16,715.00",5,5
214SA4701S,"12,070.00",5,5
215001000S,"10,866.00",240,120
215STR900S,"21,047.00","3,170",989
216SVN970S,"23,224.00",4,4
220074000S,"22,929.00",29,0
221SSP900S,"25,393.00",59,15
221STR900S,"27,679.00",5,5
222SCC900S,"13,613.00",30,0
222STR900S,"12,651.00",10,10
229028310S,"24,225.00",74,44
229SPE900S,"18,135.00",2,2
230SCC900S,"21,842.00",20,2
230SFN851S,"13,964.00",4,0
230SRY930S,"18,812.00",105,3
230SRY970S,"17,078.00",24,0
230SST900S,"19,868.00",1,1
230SST950S,"21,758.00",51,45
230STC900S,"16,540.00",53,46
230STN700S,"24,741.00",40,39
230STR900S,"20,568.00",25,25
230STR940S,"29,187.00",102,86
230SVE861S,"14,222.00",37,22
